Word_Offset	Word	POS	Sense_no	Gloss	Class	Prediction_Value	EndMarker(##)
11766	रोबीला	ADJECTIVE	1	जिसका दबदबा या प्रभाव हो 	neutral	0.996	##
959	मौरूसी	ADJECTIVE	2	बाप दादा के समय से चला आया हुआ या बाप दादा से मिला हुआ 	past	0.995	##
5084	पलाश_पुष्प	NOUN	1	पलाश के वृक्ष से प्राप्त लाल पुष्प 	neutral	0.996	##
22207	कल	ADVERB	2	आज के बाद आनेवाले पहले दिन को 	future	0.769	##
293	बिंदु	NOUN	1	गिरते समय जल आदि तरल पदार्थों का वह थोड़ा अंश जो प्रायः छोटी गोली के समान बन जाता है 	present	0.994	##
4037	वृत्तांत	NOUN	3	वह सूचना जो रेडियो, समाचार पत्रों, आदि से प्राप्त हो 	present	0.994	##
6752	सेकेंड	NOUN	3	अनिश्चित कम समय 	neutral	0.842	##
31048	अर्द्धपोहल	NOUN	1	मोटी-मोटी पत्तियों वाला एक पौधा 	neutral	0.996	##
10412	चुग़लख़ोर	ADJECTIVE	1	चुगली करनेवाला 	neutral	0.996	##
3463	अमरपुष्प	NOUN	6	एक सफ़ेद, सुगंधित, काँटेदार फूल 	neutral	0.996	##
5523	तमालक	NOUN	2	दारचीनी की तरह का एक सदाबहार पेड़ जिसके पत्ते तेजपत्ता कहलाते हैं 	neutral	0.996	##
12038	अधिवर्ष	NOUN	1	ग्रेगोरीय कैलेंडर के अनुसार वह वर्ष जिसकी संख्या चार से विभाजित हो सके 	neutral	0.996	##
25600	म्याऊँ_म्याऊँ	NOUN	1	बिल्ली की बोली या बिल्ली के बोलने का शब्द 	neutral	0.996	##
4525	अवश्य	ADJECTIVE	1	जो वश में न आ सके 	present	0.826	##
2886	ही	NOUN	1	छाती के अंदर बायीं ओर का एक अवयव जिसके स्पन्दन से सारे शरीर की नाड़ियों में रक्त-संचार होता रहता है 	neutral	0.996	##
39538	स्की_लिफ्ट	NOUN	1	स्की करने वालों को पहाड़ी के ऊपर ले जाने वाला एक मोटर चालित वाहन 	neutral	0.996	##
649	मण्डई	NOUN	1	वह बाजार जहाँ एक तरह की वस्तुएँ थोक में बिकती हैं 	neutral	0.996	##
38236	सिख_रेजिमेंट	NOUN	1	सन् अट्ठारह सौ छियालीस में ब्रिटिश साम्राज्य के द्वारा बनाई गई, भारतीय फौज की थल सेना की सिख पलटन 	future	0.989	##
4904	फरारी	ADJECTIVE	1	भागा हुआ 	past	0.995	##
2794	दिहाड़ा	NOUN	1	बुरी दशा या अवस्था 	neutral	0.996	##
2605	यल्ग़ार	NOUN	1	बलपूर्वक सीमा का उल्लंघन करके दूसरे के क्षेत्र में जाने की क्रिया 	neutral	0.996	##
34879	क्रीड़ामंत्री	NOUN	1	वह मंत्री जिसे खेल विभाग की जिम्मेदारी दी गई हो 	future	0.989	##
649	मण्डी	NOUN	1	वह बाजार जहाँ एक तरह की वस्तुएँ थोक में बिकती हैं 	neutral	0.996	##
2762	मण्डली	NOUN	1	किसी विषय विशेष पर चर्चा करने के लिए आयोजित की गई बैठक 	future	0.989	##
18461	धुरन्धर	NOUN	2	बोझा ढोने वाला पशु 	neutral	0.996	##
6130	आक्षिक	NOUN	1	वह धन, वस्तु आदि जो पाँसे, जुए आदि खेलों के समय हार-जीत के लिए खिलाड़ी सामने रखते हैं 	present	0.994	##
1969	कार्यावकाश	NOUN	1	वह समय जब कोई काम न हो अथवा खाली समय 	neutral	0.996	##
2994	शंस	NOUN	3	किसी वस्तु, व्यक्ति, आदि या उनके गुणों या अच्छी बातों के संबंध में कही हुई आदरसूचक बात 	neutral	0.996	##
8828	लज्जावन्ती	NOUN	1	एक छोटा कँटीला पौधा 	neutral	0.996	##
234	शोर_करना	VERB	1	विपत्ति आदि के समय या ऐसे ही जोर से बोलना या आवाज करना 	neutral	0.996	##
39154	तांत्रिक_उपचार	NOUN	1	तंत्रशास्त्र के अनुसार वह पूजा-पाठ जो किसी विशिष्ट उद्देश्य की सिद्धि के लिए नियमित रूप से कुछ समय तक विधिपूर्वक किया जाता है 	present	0.994	##
7504	व्यायामी	ADJECTIVE	1	जो कसरत करने के कारण पुष्ट और बलवान हो 	present	0.994	##
9970	लाली	NOUN	1	लाल होने की अवस्था या भाव 	neutral	0.996	##
3196	अभिमृष्ट	ADJECTIVE	1	जो हार गया हो 	present	0.994	##
605	शकल	NOUN	7	कमल की डंडी जिस पर फूल रहता है 	neutral	0.996	##
20709	समुंदर-सोख	NOUN	1	एक प्रकार का क्षुप 	neutral	0.996	##
3769	नर्सरी	NOUN	1	मुख्य रूप से तीन से पाँच साल के बीच के छोटे बच्चों की पाठशाला 	neutral	0.996	##
34460	दुर्भाग्यपूर्ण	ADJECTIVE	1	दुर्भाग्य या बुरे भाग्य से पूर्ण 	neutral	0.842	##
27681	समय_निश्चित_करना	VERB	1	* किसी कार्य, घटना आदि के लिए समय निर्धारित करना 	neutral	0.996	##
3886	अनुदित	NOUN	1	दिन निकलने का समय 	neutral	0.842	##
10138	टाइफॉयड	NOUN	1	एक तरह का आंत्र-ज्वर 	neutral	0.996	##
33577	भेड़-संबंधी	ADJECTIVE	1	भेड़ से संबंधित 	neutral	0.996	##
7537	खुरुचनी	NOUN	4	जूता बनाने में काम आनेवाला एक औजार 	neutral	0.996	##
2493	छिपा	ADJECTIVE	2	जो छिप गया हो 	present	0.994	##
2073	हृदय	NOUN	2	छाती के अंदर बायीं ओर का एक अवयव जिसके स्पन्दन से सारे शरीर की नाड़ियों में रक्त-संचार होता रहता है 	neutral	0.996	##
2815	अमृता	NOUN	6	वृक्षों पर फैलनेवाली एक लता जिसके बीजों से तेल निकलता है 	neutral	0.996	##
111	विरोध	NOUN	2	दुश्मन या शत्रु होने की अवस्था या भाव 	neutral	0.842	##
18790	करना	VERB	13	* करना या कुछ ऐसा करना जिससे कोई अवस्था आदि बन जाए या कोई भाव आदि उत्पन्न हो 	neutral	0.996	##
7663	हाथ_लगना	VERB	4	गणित में दो या उससे अधिक अंकों को जोड़ते समय उस संख्या का नई गिनती में आना जो योग की अंत की संख्या या इकाई संख्या लिख लेने पर बाकी रहती है 	present	0.994	##
6987	अश्लेष_नक्षत्र	NOUN	1	वह समय जब चंद्रमा अश्लेषा नक्षत्र में होता है 	neutral	0.842	##
8758	चहक	NOUN	1	पक्षियों की मधुर आवाज़ 	neutral	0.996	##
23004	सन्नी	NOUN	1	सन की जाति का एक प्रकार का छोटा पौधा 	neutral	0.996	##
2155	प्रधानाचार्य	NOUN	2	प्रधानाचार्य का पद 	neutral	0.996	##
3594	धाना	NOUN	1	एक प्रकार का छोटा पौधा जिसकी पत्तियाँ सुगंधित होती हैं 	neutral	0.996	##
8705	घुर्रघुराहट	NOUN	2	बिल्ली आदि के गले से निकलनेवाला एक कंपित शब्द 	neutral	0.996	##
963	गुल	NOUN	3	एक सुन्दर सुगंधित पुष्प जिसका पौधा काँटेदार होता है 	neutral	0.996	##
6010	तेज	ADJECTIVE	8	बहुत जल्दी शारीरिक या रासायनिक प्रभाव उत्पन्न करने वाला 	neutral	0.842	##
15983	अनकना	VERB	1	छिपकर या चुपचाप सुनना 	neutral	0.996	##
16855	कासनी	NOUN	1	एक पौधा 	neutral	0.996	##
3826	कर्ज	NOUN	3	किसी से ली गई वह वस्तु, पैसा आदि जो दिए गए समय पर उसको लौटाई जाए 	past	0.5	##
11313	गँवाना	VERB	3	किसी अवस्था, कार्य, समय आदि को हाथ से जाने देना 	neutral	0.996	##
5907	कशिपु	NOUN	1	रुई आदि से भरा हुआ वह मुँहबंद थैला जो लेटने या सोने के समय सिर आदि के नीचे रखते हैं 	past	0.995	##
2702	निकृष्टतम्	ADJECTIVE	1	सबसे बुरा या खराब 	neutral	0.842	##
3594	धायक	NOUN	1	एक प्रकार का छोटा पौधा जिसकी पत्तियाँ सुगंधित होती हैं 	neutral	0.996	##
47	योग	NOUN	9	वह जो विश्वासघात करे 	present	0.994	##
1965	द्यु	NOUN	1	सूर्य निकलने से उसके अस्त होने तक का समय 	neutral	0.996	##
13995	विलंबन	NOUN	1	चलते हुए या होने वाले काम को कुछ समय के लिए रोक देने की क्रिया 	neutral	0.996	##
7426	उत्तम_गंधा	NOUN	2	एक पौधे से प्राप्त सफेद छोटा पुष्प जिसकी सुगन्ध बहुत अच्छी होती है 	neutral	0.996	##
1769	बुजदिल_व्यक्ति	NOUN	1	कायर या डरपोक व्यक्ति 	neutral	0.996	##
2366	पुरोगामी	ADJECTIVE	2	प्रगति करनेवाला या जो बराबर उन्नति करता हुआ आगे बढ़ता हो 	future	0.932	##
16588	पासंकुशा_एकादशी	NOUN	1	आश्विन महीने के शुक्ल पक्ष की एकादशी 	neutral	0.842	##
6809	बारिश	NOUN	3	वह ऋतु या महीने जिसमें पानी बरसता है 	neutral	0.996	##
1820	मुताल्लिक	ADJECTIVE	1	जिससे संबंध हो या हुआ हो 	past	0.995	##
34879	क्रीड़ा-मन्त्री	NOUN	1	वह मंत्री जिसे खेल विभाग की जिम्मेदारी दी गई हो 	future	0.989	##
15998	रतवाँस	NOUN	1	हाथियों और घोड़ों का वह चारा जो उन्हें रात के समय दिया जाता है 	past	0.5	##
877	धानक	NOUN	2	एक प्रकार का छोटा पौधा जिसकी पत्तियाँ सुगंधित होती हैं 	neutral	0.996	##
14737	अखबारी	ADJECTIVE	1	अख़बार से संबंधित 	neutral	0.813	##
98	सुधि	NOUN	3	हाल-चाल 	neutral	0.996	##
7108	गुर्राहट	NOUN	1	गुर्राने की क्रिया से उत्पन्न शब्द 	neutral	0.996	##
10991	गुल्लाला	NOUN	1	एक पौधा जिसमें लाल फूल लगते हैं 	neutral	0.996	##
620	सतमासा	ADJECTIVE	1	जो गर्भ के सातवें महीने में उत्पन्न हो 	past	0.5	##
1287	लताड़	NOUN	3	लताड़ने या लात से मारने की क्रिया या भाव 	neutral	0.996	##
29553	मांगलिक_गीत	NOUN	1	एक प्रकार का गीत जो मंगल अवसरों पर गाया जाता है या मंगल की कामना से गाया जाता है 	present	0.994	##
10412	लुतरा	ADJECTIVE	1	चुगली करनेवाला 	neutral	0.996	##
13675	प्रसंगेच्छा	NOUN	1	मैथुन की इच्छा तीव्र होने की क्रिया 	neutral	0.996	##
16224	कानी	ADJECTIVE	1	सबसे छोटी (अंगुली) 	neutral	0.996	##
5104	चचाजाद	ADJECTIVE	1	चाचा से उत्पन्न 	neutral	0.996	##
37182	मुक्ति_संग्राम	NOUN	1	ग़ुलामी से मुक्त होने के लिए की गई लड़ाई 	future	0.989	##
13132	घुंडी	NOUN	3	धान की फसल कटने के बाद उसकी खूँटी में से निकलनेवाला नया पत्ता 	neutral	0.996	##
35437	पविलियन_का_रास्ता_दिखाना	VERB	1	किसी खेल को खेलते समय किसी खिलाड़ी को असफल करके उसे खेल से बाहर करना 	neutral	0.813	##
527	संदिग्धतः	ADVERB	1	अस्पष्ट रूप से 	past	0.954	##
4692	खींचना	VERB	6	कैमरे से फोटो लेना 	neutral	0.813	##
3416	नव-युवती	NOUN	1	वह युवती जिसने अभी युवावस्था में कदम रखी हो 	neutral	0.996	##
8477	वीजाख्य	NOUN	1	एक पौधे का बीज जिसे खाने से दस्त आने लगता है 	neutral	0.996	##
18065	अन्यतोपाक	NOUN	1	दाढ़ी, कान, भौं आदि में वायु के प्रवेश से होने वाली आँखों की पीड़ा 	neutral	0.996	##
2959	हरिप्रिया	NOUN	1	धन की अधिष्ठात्री देवी जो विष्णु की पत्नी कही गई हैं 	present	0.994	##
932	सोहर	NOUN	3	एक प्रकार का गीत जो मंगल अवसरों पर गाया जाता है या मंगल की कामना से गाया जाता है 	present	0.994	##
17367	गुरु_गोविंद_सिंह	NOUN	1	सिखों के दसवें गुरु 	neutral	0.996	##
20368	गुलप्यादा	NOUN	1	कम महक वाला गुलाब 	neutral	0.996	##
3294	रोगराज	NOUN	1	एक संक्रामक रोग जो एक प्रकार के बैक्टिरिया के साँस या भोजन के साथ शरीर में प्रवेश करने से होता है और जो बुखार तथा छोटे घावों के रूप में प्रकट होता है (विशेषकर फेफड़ों में लेकिन तीव्र अवस्था में शरीर के अन्य भागों में भी)। इसमें रोगी का फेफड़ा या संक्रमित अंग सड़ता जाता है और सारा शरीर धीरे-धीरे कमज़ोर हो जाता है 	present	0.994	##
23998	दोधारी	NOUN	1	एक प्रकार की कटारी 	neutral	0.996	##
3840	धमा_चौकड़ी	NOUN	1	बहुत से लोगों की एकसाथ शोर मचाने की क्रिया जिसमें शरीर भी हिले डुले 	neutral	0.996	##
6613	सेहरा	NOUN	1	विवाह के समय वर को पहनाया जानेवाला एक प्रकार का शिरोभूषण 	neutral	0.996	##
9075	धारा	NOUN	1	किसी विधान या क़ानूनी पुस्तक का वह अंश जिसमें किसी एक अपराध, विषय या कार्य के संबंध में कोई बात कही गई या कोई विधान किया गया हो 	future	0.989	##
1954	हिस्सा	NOUN	8	वह गुण या बात जिसमें विशेष रूप से कोई उत्कृष्ट या प्रवीण हो 	neutral	0.996	##
3769	शिशु-मंदिर	NOUN	1	मुख्य रूप से तीन से पाँच साल के बीच के छोटे बच्चों की पाठशाला 	neutral	0.996	##
9241	अभिमाद	NOUN	1	वह मानसिक अवस्था जो शराब, भाँग आदि मादक पदार्थों के सेवन से होती है 	present	0.994	##
1769	अमनुष्य	NOUN	1	कायर या डरपोक व्यक्ति 	neutral	0.996	##
6874	प्रत्नतत्व-विज्ञान	NOUN	1	वह विद्या जिसमें प्राचीन काल,मुख्यतः इतिहासपूर्व काल की वस्तुओं के आधार पर पुराने अज्ञात इतिहास का पता लगाया जाता है 	neutral	0.996	##
5028	घड़ी	NOUN	1	वह यंत्र जिससे घंटे और मिनट आदि के हिसाब से समय का पता लगता है 	neutral	0.996	##
12752	बोगनविलिया	NOUN	1	एक प्रकार की लता जिसमें सुन्दर फूल खिलते हैं 	neutral	0.996	##
18557	विजेता	ADJECTIVE	1	पराजित करने वाला 	neutral	0.813	##
2605	प्रतिधावन	NOUN	1	बलपूर्वक सीमा का उल्लंघन करके दूसरे के क्षेत्र में जाने की क्रिया 	neutral	0.996	##
8076	आवृष्ट	NOUN	1	अच्छी वर्षा 	neutral	0.996	##
16617	यमदुतिया	NOUN	1	कार्तिक महीने के शुक्ल पक्ष की द्वितिया 	present	0.667	##
12020	अनुकर्षण	NOUN	2	देवता का आवाहन 	neutral	0.996	##
35955	प्रशस्ति-पत्र	NOUN	1	वह पत्र जिसमें प्रशंसा लिखी गई हो 	future	0.989	##
5649	जूँ	NOUN	1	सिर के बालों में होने वाला एक स्वेदज कीड़ा 	neutral	0.996	##
9238	नवागत	ADJECTIVE	1	नया आया हुआ 	past	0.995	##
30859	छुट्टी	NOUN	2	वह समय जब कोई काम न हो अथवा खाली समय 	neutral	0.996	##
36566	सहसंक्रामक	ADJECTIVE	1	सह-संक्रमण से संबंधित या सह-संक्रमण का 	neutral	0.996	##
10550	प्रेगनेंसी	NOUN	1	गर्भाधान के समय से लेकर बच्चे के जन्म लेने तक की अवस्था 	neutral	0.996	##
35730	क्लीन_बोल्ड	NOUN	1	क्रिकेट के खेल में गेंदबाज द्वारा फेंकी गई गेंद के सीधे स्टंप में लगने से होनेवाला आउट 	future	0.989	##
28208	तारीख_नियत_करना	VERB	1	* दिनांक निर्धारित करना या किसी ऐतिहासिक घटना, काम आदि का सही समय निर्धारित करना 	neutral	0.996	##
1022	अग्रभाग	NOUN	1	किसी वस्तु आदि के आगे का भाग 	future	0.988	##
11813	प्राणकर	ADJECTIVE	1	बल वृद्धि करने वाला 	neutral	0.842	##
19380	काफूरी	ADJECTIVE	2	कपूर की गंध की तरह का 	neutral	0.996	##
11365	लथ-पथ	ADJECTIVE	1	किसी वस्तु आदि में सना हुआ 	past	0.995	##
4313	शूल	NOUN	1	वृक्ष की टहनियों,तनों,पत्तियों आदि से निकले नुकीले भाग जो सुई के समान होते हैं 	present	0.994	##
19089	इंडोनेशियन	ADJECTIVE	1	इंडोनेशिया का या इंडोनेशिया से संबंधित 	neutral	0.996	##
30265	पाषाणभेदन	NOUN	1	एक पौधा जिसकी पत्तियाँ सुंदर लगती हैं 	neutral	0.996	##
26954	रक्त-वर्ग_ए	NOUN	1	वह रक्त वर्ग जिसकी लाल रक्त कणिकाओं पर ए एंटीजिन पाया जाता है 	neutral	0.996	##
11762	जयकार	NOUN	1	किसी की जय मनाने की क्रिया 	neutral	0.996	##
2320	अक्ष_रेखा	NOUN	1	भूगोल में पृथ्वी पर पूर्व से पश्चिम गई हुई समान अन्तरवाली (काल्पनिक) रेखा 	future	0.989	##
7199	वीरांगना	NOUN	1	वह स्त्री जो वीरतापूर्ण कार्य करे 	present	0.994	##
24414	एरिवान	NOUN	1	अर्मेनिया की राजधानी 	neutral	0.996	##
38242	पंजाब_फ़ौज	NOUN	1	सिख साम्राज्य के महाराजा रणजीत सिंह की फ़ौज जिसने अट्ठारह सौ एक से अट्ठारह सौ उनचास तक देश की रक्षा की 	neutral	0.996	##
2611	समागत	NOUN	1	बिना पहले से तिथि, समय आदि की सूचना दिए हुए घर में अचानक या बताकर आ पहुँचने वाला कोई प्रिय अथवा सत्कार योग्य व्यक्ति 	neutral	0.996	##
2441	बेख़बर	ADJECTIVE	2	जिसे कोई खबर या जानकारी न हो 	neutral	0.996	##
38238	दिन_दूनी_रात_चौगुनी_तरक्की_करना	VERB	1	बहुत कम समय में बहुत अधिक उन्नति करना 	neutral	0.996	##
11913	आमर्दकी	NOUN	3	फाल्गुन महीने के शुक्लपक्ष की एकादशी 	neutral	0.842	##
10715	अबोल	NOUN	1	ख़राब या बुरा वचन 	neutral	0.996	##
2688	अद्यतन	ADJECTIVE	1	जिस पर इस समय की बातों या विशेषताओं की पूरी छाप हो 	present	0.667	##
2868	प्रतिक्षण	ADVERB	2	हर पल 	future	0.333	##
34998	पेट_दर्द	NOUN	1	पेट का दर्द 	neutral	0.996	##
36600	अनभिविझप्त	ADJECTIVE	1	जिसकी सूचना न दी गई हो 	future	0.989	##
3875	हिचक	NOUN	1	कोई काम करने से पहले मन में होनेवाली हलकी रुकावट 	neutral	0.996	##
36464	छुपा	ADJECTIVE	1	जो छिप गया हो 	present	0.994	##
1459	मुद्दत	NOUN	1	वह समय जो किसी को विशेष अवस्था में कोई कार्य करने या अपना दायित्व पूरा करने के लिए मिले 	present	0.994	##
1400	जय_योग्य	ADJECTIVE	1	जीतने योग्य या जिसे जीता जा सके 	neutral	0.996	##
2959	कमला	NOUN	1	धन की अधिष्ठात्री देवी जो विष्णु की पत्नी कही गई हैं 	present	0.994	##
11766	दाबदार	ADJECTIVE	1	जिसका दबदबा या प्रभाव हो 	neutral	0.996	##
959	जिनेटिक	ADJECTIVE	1	जो किसी वंश में बराबर होता आया हो और जिसके आगे भी उस वंश में होते रहने की संभावना हो 	future	0.978	##
5417	आरम्भ_करना	VERB	2	बात आदि की शुरुआत करना 	neutral	0.996	##
3566	वार्ता	NOUN	2	वह सूचना जो रेडियो, समाचार पत्रों, आदि से प्राप्त हो 	present	0.994	##
6810	वर्षा_ऋतु	NOUN	1	वह ऋतु या महीने जिसमें पानी बरसता है 	neutral	0.996	##
15388	धंधरकधोरी	NOUN	1	हर समय किसी न किसी काम या जंजाल में फँसा रहनेवाला 	neutral	0.996	##
4422	कुसुम	NOUN	4	एक पौधा जिसमें पीले फूल लगते हैं 	neutral	0.996	##
38491	६वीं	NOUN	1	पाँचवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि छह की क्रमसूचक संख्या होती है 	present	0.994	##
1960	उर	NOUN	2	छाती के अंदर बायीं ओर का एक अवयव जिसके स्पन्दन से सारे शरीर की नाड़ियों में रक्त-संचार होता रहता है 	neutral	0.996	##
3199	आशाहीन	ADJECTIVE	1	जिसकी आशा हत या नष्ट हो गयी हो 	neutral	0.996	##
38491	६वाँ	NOUN	1	पाँचवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि छह की क्रमसूचक संख्या होती है 	present	0.994	##
5084	पलास_पुष्प	NOUN	1	पलाश के वृक्ष से प्राप्त लाल पुष्प 	neutral	0.996	##
2272	लट्ठमार	ADJECTIVE	2	लट्ठ मारने वाला 	neutral	0.996	##
4554	आक्रन्द	NOUN	3	कुछ समय तक बनी रहने वाली तेज ध्वनि 	neutral	0.996	##
14251	हेमनाभि	NOUN	1	वह रथ जिसका धुरा सोने का हो 	neutral	0.996	##
34287	प्रागैतिहासिक	ADJECTIVE	1	निश्चित रूप से जिस काल का पूर्ण इतिहास उपलब्ध हो उससे पूर्व का या उससे संबंधित 	neutral	0.996	##
20237	दुश्शील	NOUN	1	बुरे स्वभाव वाला व्यक्ति 	neutral	0.996	##
1771	अतीतकाल	NOUN	1	बीता हुआ समय या काल 	past	0.995	##
22182	गवां_देना	VERB	1	किसी अवस्था, कार्य, समय आदि को हाथ से जाने देना 	neutral	0.996	##
36614	पीड़ानाशक_औषध	NOUN	1	अफ़ीम से बनाई गई एक औषधि जिसका उपयोग खाँसी तथा पीड़ा दूर करने के लिए होता है 	future	0.989	##
855	सर्वप्रथम	ADVERB	2	शुरू में 	neutral	0.842	##
2638	बेरहमी	NOUN	1	निर्दय होने की अवस्था, गुण या भाव 	neutral	0.996	##
24625	गुल-अजायब	NOUN	1	एक फूलदार पौधा 	neutral	0.996	##
231	जनपद	NOUN	1	किसी देश का वह विभाग जिसके निवासियों की शासन-पद्धति, भाषा, रहन-सहन, व्यवहार आदि औरों से भिन्न और स्वतंत्र हो 	neutral	0.996	##
17062	फल्ला	NOUN	1	एक प्रकार का रेशम 	neutral	0.996	##
35581	प्रचालक	NOUN	1	वह जो किसी मशीन को चलाता है 	present	0.994	##
38766	दूर_दूर	ADVERB	1	फासले में या दूरी पर 	neutral	0.842	##
5128	बढ़ना	VERB	7	किसी स्थान से आगे जाना अथवा चलना 	future	0.988	##
30262	मध्वाधार	NOUN	1	मधुमक्खी का छत्ता 	neutral	0.996	##
9970	अरुणिमा	NOUN	1	लाल होने की अवस्था या भाव 	neutral	0.996	##
10607	टेलिफून	NOUN	1	वह यंत्र जिसके द्वारा एक स्थान से कही हुई बात दूसरे स्थान पर सुनाई पड़ती है 	neutral	0.842	##
1118	ईर्ष्यापूर्णतः	ADVERB	1	ईर्ष्या या डाह के साथ 	neutral	0.996	##
17431	अनुत्तरित	ADJECTIVE	1	जिसका उत्तर न दिया गया हो 	neutral	0.996	##
35994	खरीदी-बिक्री_करना	VERB	1	कोई वस्तु खरीदना तथा उसे बेचना 	neutral	0.813	##
12086	झिड़की_देना	VERB	1	अवज्ञा या तिरस्कारपूर्वक बिगड़कर कड़ी बात कहना 	neutral	0.996	##
4559	खरीदना	NOUN	1	मोलने या खरीदने का काम 	neutral	0.996	##
4316	डंक	NOUN	1	बिच्छू, मधुमक्खी आदि कीड़ों के पीछे का जहरीला काँटा जिसे वे जीवों के शरीर में धँसाकर जहर फैलाते हैं 	neutral	0.996	##
27556	रोफी	NOUN	1	* फ्लूनाइट्राजीपेन का पुकारू नाम 	neutral	0.996	##
2500	अजब	ADJECTIVE	1	जो विशेष लक्षण से युक्त हो 	present	0.994	##
20237	बदमिजाज	NOUN	1	बुरे स्वभाव वाला व्यक्ति 	neutral	0.996	##
2804	अध्यापन	NOUN	2	किसी को विद्यालय, महाविद्यालय, विश्वविद्यालय आदि में नियमित समय पर दी जानेवाली शिक्षा के अतिरिक्त, दी जानेवाली सशुल्क या निःशुल्क शिक्षा 	neutral	0.996	##
4644	बोदरी	NOUN	1	एक प्रकार का संक्रामक रोग जिसमें शरीर पर बहुत छोटे-छोटे दाने निकल आते हैं और बहुत खुजली होती है 	neutral	0.996	##
2441	चेतनारहित	ADJECTIVE	1	जिसे होश न हो 	neutral	0.996	##
19264	कमजोर	NOUN	1	वह जिसमें बल या शक्ति न हो 	neutral	0.996	##
30226	मध्यकालीन	ADJECTIVE	1	मध्यकाल का या मध्यकाल से संबंधित 	neutral	0.996	##
12644	संकरित	ADJECTIVE	1	संकर से उत्पन्न 	neutral	0.996	##
18279	मधुमेही	NOUN	1	वह व्यक्ति जिसे मधुमेह रोग हुआ हो 	past	0.995	##
10607	टेलिफोन	NOUN	1	वह यंत्र जिसके द्वारा एक स्थान से कही हुई बात दूसरे स्थान पर सुनाई पड़ती है 	neutral	0.842	##
34957	लालफीता_शाही	NOUN	1	वह तंत्र जिसमें मनमाने तरीके से उपेक्षा करते हुए कोई कार्य आदि अशृंखलाबद्ध तरीके से लटका रहता है यानि समय पर पूरा नहीं होता है या आवश्यकता से अधिक समय लेने वाली शासन प्रणाली 	neutral	0.996	##
38885	श्वेत_पोश	ADJECTIVE	2	पदासीन वेतनभोगी पेशेवर या लिपिकीय कार्य या कर्मचारी का 	neutral	0.996	##
11901	पदचाप	NOUN	1	चलने का शब्द 	neutral	0.996	##
27	अविद्य	ADJECTIVE	3	जो शिक्षित न हो या पढ़ा-लिखा न हो 	present	0.826	##
30747	अरिमर्द	ADJECTIVE	1	शत्रु का नाश करने वाला 	neutral	0.996	##
